url;title;body
https://forum.nette.org/cs/35809-podminka-pro-aktivni-presenter-v-latte#p223081;Podminka pro aktivni presenter v latte;252 + 0 - Ahoj jak v latte napisu podminku zahrnujici presenter i vsechny jeho sablony? Musim to propojit & nebo to jde nejak lepe zapsat ? Mam v sablone: {if ($presenter->isLinkCurrent('Presenter:'))} ale potrebuji aby to platilo i v pripadech: {if ($presenter->isLinkCurrent('Presenter:'))}{if ($presenter->isLinkCurrent('Presenter:sablona1'))}{if ($presenter->isLinkCurrent('Presenter:sablona2'))}{if ($presenter->isLinkCurrent('Presenter:sablona3'))}{if ($presenter->isLinkCurrent('Presenter:sablona4'))}{if ($presenter->isLinkCurrent('Presenter:sablona5'))} takze idealne neco jako: {if ($presenter->isLinkCurrent('Presenter:*'))} da se to zapsat nejak takto jednoduseji ? pred 6 hodinami nightfish Clen | 324 + 0 - @Allconius https://doc.nette.org/...eating-links#... Parametry jsou stejne jako u metody link(), navic je vsak mozne misto konkretni akce uvest zastupny znak *, ktery znamena jakoukoliv akci daneho presenteru. pred 6 hodinami Allconius Clen | 252 + 0 - nightfish napsal(a): @Allconius https://doc.nette.org/...eating-links#... Parametry jsou stejne jako u metody link(), navic je vsak mozne misto konkretni akce uvest zastupny znak *, ktery znamena jakoukoliv akci daneho presenteru. Aha, super, uz mi to s tou * funguje, nevim proc to predtim neslo, asi jsem zapomnel promazat cache, diky RSS tematu  Zapati Prejit na Zacatecnici Obecna diskuse Nette Application Routovani Latte Formulare Databaze & ORM Tracy AJAX Autentizace a autorizace Konfigurace a Dependency Injection Testovani Doplnky a komponenty Novinky, tipy, navody Diskuse o vyvoji Posledni sobota Prace a zakazky Ruzne Changelog RFC Hlaseni chyb Feature Requests Dokumentace Kos Terms and conditions Hostovano na e-infrastrukture CESNET. Dekujeme za podporu sdruzeni CESNET, z.s.p.o.
https://forum.nette.org/cs/35739-nette-cache-maximum-execution-time#p222780;Nette Cache maximum execution time;90 + 0 - Ahoj, na projektech pouzivame Cache ve verzi 3.1.3 pomoci FileStorage. Na jednom projektu ktery ma celkem dost dat, jsme objevili v error.log celkem casto se opakujici se chyby: Fatal Error: Maximum execution time of 30 seconds exceeded in /var/www/example.cz/vendor/nette/caching/src/Caching/Storages/FileStorage.php:306 Chyba ktera je je metode readMetaAndLock() konkretne v otevreni souboru $handle = @fopen($file, 'r+b'); Fatal Error: Maximum execution time of 30 seconds exceeded in /var/www/example.cz/vendor/nette/caching/src/Caching/Storages/FileStorage.php:313 Taky v metode readMetaAndLock() pri ziskani velikosti streamu $size = (int) stream_get_contents($handle, self::MetaHeaderLen); Fatal Error: Maximum execution time of 30 seconds exceeded in /var/www/example.cz/vendor/nette/caching/src/Caching/Storages/FileStorage.php:315 Taky v metode readMetaAndLock() pri nacteni streamu $meta = stream_get_contents($handle, $size, self::MetaHeaderLen); Prijde mi to jako kdyby se system snazil nacist nejaky moc velky soubor s ulozenou cache ale nemuzu vubec zjistit o ktery soubor se jedna a ani se mi to nijak nedari nasimulovat. A dalsi tri chyby jsou ve metode clean() ktera se vola pokud jsem to pochopil spravne pouze pokud so ji nekde zavolam pomoci $this->cache->clean() Coz v mam pripade pouzivam pouze pri invalidaci pomoci Tagu viz priklad: $this->cache->clean([	Cache::Tags => ['cart']]); A v tomto pripade se nikdy nedostanu do vetve odkud jsou nasleduji chyby. A dalsi pripad kde se vola metoda clean() je v constructoru FileStorage.php kde ze vola pokud nastane tato podminka: if (mt_rand() / mt_getrandmax() < static::$gcProbability) {	$this->clean([]);} Cehoz se mi nepodarilo do cilit. Fatal Error: Maximum execution time of 30 seconds exceeded in /var/www/example.cz/vendor/nette/caching/src/Caching/Storages/FileStorage.php:243 Fatal Error: Maximum execution time of 30 seconds exceeded in /var/www/example.cz/vendor/nette/caching/src/Caching/Storages/FileStorage.php:244 Tyto dve chyby nastanou na tom to miste: foreach (Nette\Utils\Finder::find('_*')->from($this->dir)->childFirst() as $entry) {	$path = (string) $entry; Jedine co me napada je, ze se system snazi nacist moc souboru pomoci Nette\Utils\Finder::find('_*')->from($this->dir)->childFirst() A posledni chyba je Fatal Error: Maximum execution time of 30 seconds exceeded in /var/www/example.cz/vendor/nette/caching/src/Caching/Storages/FileStorage.php:259 ktera je na miste: if ((!empty($meta[self::MetaDelta]) && filemtime($meta[self::File]) + $meta[self::MetaDelta] < $now)	|| (!empty($meta[self::MetaExpire]) && $meta[self::MetaExpire] < $now)) {	$this->delete($path, $meta[self::Handle]);	continue;} Coz nastane pri invalidaci pomoci souboru. Tuto invalidaci mam pouzitou nejcasteji. Jen se mi proste nedari prijit na to proc se tomu tak deje. Dekuji moc za kazdou radu popripade nejake vysvetleni. pred mesicem h4kuna Backer | 734 + +1 - Hardware je v poradku na tom serveru? pred mesicem MajklNajt Clen | 455 + 0 - s touto chybou sa aj ja stretavam, myslim, ze to je len nejake random zahltenie I/O... pred mesicem Hitny14 Clen | 90 + 0 - @h4kuna Hardware bohuzel nezjistime pac to bezi ve virtualnim prostredi (VMWARE) RSS tematu  Zapati Prejit na Zacatecnici Obecna diskuse Nette Application Routovani Latte Formulare Databaze & ORM Tracy AJAX Autentizace a autorizace Konfigurace a Dependency Injection Testovani Doplnky a komponenty Novinky, tipy, navody Diskuse o vyvoji Posledni sobota Prace a zakazky Ruzne Changelog RFC Hlaseni chyb Feature Requests Dokumentace Kos Terms and conditions Hostovano na e-infrastrukture CESNET. Dekujeme za podporu sdruzeni CESNET, z.s.p.o.
https://forum.nette.org/cs/35792-bootstrap-php-debbuger-na-get#p222991;bootstrap.php debbuger na $_GET;90 + 0 - Ahoj vsem, mam v bootstrap definici, kdy se ma zapnout debug mode a on se proste nezapina, mezulan jeden. Prosim o informaci, vidite nekdo co delam spatne? :-D /web/app/bootstrap.php: <?phprequire __DIR__ . '/../vendor/autoload.php';$configurator = new Nette\Configurator;if (isset($_GET["debug"])) {	$configurator->setDebugMode(true);}...?> Ale kdyz pak pristoupim na stranky: https://mojedomena.com/?... https://mojedomena.com/?... Tak se mi ten debug mod nezapina. Poradite mi nekdo prosim co delam spatne? pred 7 dny David Grudl Nette Core | 7916 + +2 - Tezko rict, kde je problem, ale mas stesti, ze to nejde. Tohle by totiz byla poradna dira do aplikace. Pouzij predpripravene reseni. pred 7 dny Martin Drimal Clen | 13 + 0 - Neprepisujes to za tim ifem? A aspon si zmen ,,debug" na nejaky nahodny string... RSS tematu  Zapati Prejit na Zacatecnici Obecna diskuse Nette Application Routovani Latte Formulare Databaze & ORM Tracy AJAX Autentizace a autorizace Konfigurace a Dependency Injection Testovani Doplnky a komponenty Novinky, tipy, navody Diskuse o vyvoji Posledni sobota Prace a zakazky Ruzne Changelog RFC Hlaseni chyb Feature Requests Dokumentace Kos Terms and conditions Hostovano na e-infrastrukture CESNET. Dekujeme za podporu sdruzeni CESNET, z.s.p.o.
https://forum.nette.org/cs/35767-zmena-textu-podla-jazyka-ako-na-to#p222870;Zmena textu;588 + 0 - Ahojte, ako sa v nette riesi zmena textu, podla zvoleneho jazyka ... viem to urobit, ale chcem to tak nejak urobit elegantnejsie ... podla nette :-) Dakujem! pred 25 dny dakur Clen | 408 + 0 - Myslis lokalizaci webu? Viz https://doc.nette.org/...on/templates#... RSS tematu  Zapati Prejit na Zacatecnici Obecna diskuse Nette Application Routovani Latte Formulare Databaze & ORM Tracy AJAX Autentizace a autorizace Konfigurace a Dependency Injection Testovani Doplnky a komponenty Novinky, tipy, navody Diskuse o vyvoji Posledni sobota Prace a zakazky Ruzne Changelog RFC Hlaseni chyb Feature Requests Dokumentace Kos Terms and conditions Hostovano na e-infrastrukture CESNET. Dekujeme za podporu sdruzeni CESNET, z.s.p.o.
https://forum.nette.org/cs/9896-zmena-username-na-tomto-foru?p=1;Zmena username na tomto foru (Stranka 1/2);57 + 0 - Ahoj, nenasel jsem jak zmenit na tomto foru username. Kdo na to ma opravneni? Chtel bych zmenit littlemaple na honzajavorek. Dik. pred 11 lety honzajavorek Clen | 57 + 0 - Hm. A kdyby to nekdo umel i na Texy! foru, vubec bych se nezlobil. Nechapu, proc tyhlety fora nedovoluji zmenit si username sam. Nebo kdyby ten ucet sel aspon smazat :-/ pred 11 lety nanuqcz Clen | 822 + 0 - Pridavam se, a taky bych rad zmenil nick na nanuqcz. Diky ;-) pred 11 lety RiskyNet Clen | 20 + 0 - littlemaple napsal(a): Nechapu, proc tyhlety fora nedovoluji zmenit si username Nekdy dovoluji, zalezi na nastaveni, ale dovedu si predstavit ten bordel (zazil jsem to :D) pred 11 lety honzajavorek Clen | 57 + 0 - Me spis trapi, ze ucet nejde smazat. Chapu, ze jsem tady napsal nejake prispevky, ale to je problem toho systemu. Muze si je nechat archivovane. Stejne tak na lamer.cz, nedovoli ucet smazat. Jak maji potom lidi pachat digitalni sebevrazdy? :-) pred 11 lety Jan Tvrdik Nette guru | 2595 + 0 - Tak jsem vam ty jmena zmenil, ale jak to bude chtit moc lidi, zacne v tom byt bordel nebo si bude nekdo stezovat, tak vam je zase zmenim zpatky :) pred 11 lety honzajavorek Clen | 57 + 0 - Diky :) pred 9 lety Tomas Votruba Moderator | 1114 + 0 - Chtel bych pozadat o zmenu na Tomas Votruba, jsem ted tak vsude, kde to jde. Slo by? pred 9 lety Jan Tvrdik Nette guru | 2595 + 0 - @Tomas Votruba: ano pred 9 lety Tomas Votruba Moderator | 1114 + 0 - @Jan Tvrdik: Dekuji. pred 9 lety Jakub Boucek Clen | 54 + 0 - Honzo, mohl bys prosim zmenit me z bukaJe na Jakub Boucek? pred 9 lety Michal Vysinsky Clen | 608 + 0 - Mohl bych take poprosit o zmenu na Michal Vysinsky :) Dekuji Editoval CherryBoss (6. 2. 2014 22:01) pred 9 lety Michal Vysinsky Clen | 608 + 0 - @Jan Tvrdik: Prosim slo by to zmenit? :) pred 9 lety Jan Tvrdik Nette guru | 2595 + 0 - vyrizeno pred 9 lety Michal Vysinsky Clen | 608 + 0 - Dekuji mockrat pred 9 lety MartinitCZ Clen | 580 + 0 - @DavidGrudl Mohl bys mi prosim zmenit nick na MartinitCZ? Diky. Editoval martinit (25. 6. 2014 13:35) pred 9 lety David Kudera Clen | 455 + 0 - Zdravim, mohl bych prosim take pozadat o zmenu na David Kudera? Dekuji pred 9 lety Majkl578 Moderator | 1364 + 0 - Oboji zmeneno. pred 9 lety Richard Jedlicka Clen | 51 + 0 - Cau, muzu taky pozadat o zmenu na Richard Jedlicka? Dik moc Editoval uiii (3. 7. 2014 22:44) pred 9 lety David Grudl Nette Core | 7916 + 0 - staniz se pred 9 lety Pavel Machan Clen | 282 + 0 - @DavidGrudl Taky bych mel zajem :) Pavel Machan EDIT: Dekuji :) Editoval Pavel Machan (3. 7. 2014 23:30) pred 9 lety David Durika Clen | 328 + 0 - @DavidGrudl prosim o zmenu nicku na: David Durika dakujem pred 9 lety Majkl578 Moderator | 1364 + 0 - Zmeneno. pred 9 lety Pavel Machan Clen | 282 + 0 - Tak se nam tu zacinaji zobrazovat realne jmena :) Nice :) pred 8 lety Robin Martinez Clen | 81 + 0 - Tak ja do toho jdu s vama! Robin Martinez Dekuji predem Editoval 3ugeene (13. 10. 2014 8:35) pred 8 lety Jan Jakes Clen | 177 + 0 - Zdravim, zmenil by mi nekdo prosim nick na Jan Jakes? Diky moc! pred 8 lety Filip Klimes Nette Blogger | 156 + 0 - Prosim prosim, pridal byste mi nekdo mezeru mezi jmeno a prijmeni? pred 8 lety Vojtech Dobes Gold Partner | 1316 + 0 - Mohl by mi byt prosim zmenen nick na ,,Vojtech Dobes" :)? Predem diky! pred 8 lety Tomas Jablonicky Clen | 115 + 0 - Taky bych se pridal. Rad bych tu vystupoval pod svym ,,pravym" jmenem Tomas Jablonicky namisto jablon :-). Diky. pred 8 lety Majkl578 Moderator | 1364 + +2 - Zmeneno obema. pred 8 lety Tomas Pilar Clen | 14 + 0 - Ahoj, chtel bych poprosit o zmenu jmena na tomto foru na Tomas Pilar, diky moc! pred 8 lety David Matejka Moderator | 6442 + 0 - @TomasPilar zmeneno :) pred 8 lety Jan Folwarczny Clen | 10 + 0 - Ahoj, take prosim o zmenu jmena na Jan Folwarczny. Diky moc. :) pred 8 lety Pavel Janda Clen | 973 + 0 - Tedy kdyz jsem na razil na toto vlakno, tez poprosim o zmenu: Pavel Janda Dekuji. pred 8 lety Pavel Kravcik Clen | 1114 + 0 - Take poprosim na Pavel Kravcik pred 8 lety David Matejka Moderator | 6442 + +1 - @JanFolwarczny @PavelJanda zmeneno @kzk_cz uz tady nejaky uzivatel s timto jmenem je: https://forum.nette.org/cs/profile.php?... mozna jsi to ty, ale je divny ze k tomu uzivateli tam vubec nemam admin pristup :D pred 8 lety Pavel Kravcik Clen | 1114 + 0 - Ja k nemu pristup take nemam. Vyzkousel jsem emaily a klasicka hesla. Takze predpokladam, ze ja to nejsem. Asi se rodi Skynet. Kazdopadne, programatoru s timhle jmenem moc v republice nebude, takze pokud je to mozne ten druhy ucet smazat (stejne je prazdny a hodit mi to na tenhle). Diky. :) pred 8 lety chemix Nette Core | 1261 + 0 - @DavidMatejka navic u nej neni rok registrace :) jen ,,Registrovany: 3. 3." zajimava chyba v matrixu pred 8 lety Jan Suchanek Clen | 404 + 0 - jenicek = Jan Suchanek prosim prosim, diky pred 8 lety Pavel Kravcik Clen | 1114 + 0 - Bump? :( pred 8 lety Majkl578 Moderator | 1364 + 0 - ping @DavidGrudl - viz post od @DavidMatejka a dale. pred 8 lety David Grudl Nette Core | 7916 + 0 - Zmeneno. pred 8 lety Pavel Kravcik Clen | 1114 + 0 - @DavidGrudl: Diky. pred 8 lety Ondrej Kubicek Clen | 494 + 0 - prosim zmenit na Ondrej Kubicek diky pred 8 lety Majkl578 Moderator | 1364 + 0 - kubon napsal(a): prosim zmenit na Ondrej Kubicek diky Zmeneno. pred 7 lety Vaclav Pavek Backer | 92 + 0 - Prosim o zmenu nicku na Vaclav Pavek. Dekuji pred 7 lety David Matejka Moderator | 6442 + 0 - Vaclav Pavek napsal(a): Prosim o zmenu nicku na Vaclav Pavek. Dekuji upraveno pred 7 lety wodCZ Clen | 49 + 0 - Prosim o zmenu na wodCZ (mam to na Gitteru a GH), diky moc! pred 7 lety David Matejka Moderator | 6442 + 0 - wodCZ napsal(a): Prosim o zmenu na wodCZ (mam to na Gitteru a GH), diky moc! zmeneno pred 7 lety Jakub Kontra Clen | 30 + +1 - Prosim o zmenu na Jakub Kontra. Diky moc! - ZpetDalsi - 1 2 RSS tematu  Zapati Prejit na Zacatecnici Obecna diskuse Nette Application Routovani Latte Formulare Databaze & ORM Tracy AJAX Autentizace a autorizace Konfigurace a Dependency Injection Testovani Doplnky a komponenty Novinky, tipy, navody Diskuse o vyvoji Posledni sobota Prace a zakazky Ruzne Changelog RFC Hlaseni chyb Feature Requests Dokumentace Kos Terms and conditions Hostovano na e-infrastrukture CESNET. Dekujeme za podporu sdruzeni CESNET, z.s.p.o.
